FIPS,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Area Name,Tribal Tract,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: Asian Alone,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: Asian Alone,Per Capita Income (In 2022 Inflation Adjusted Dollars),Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,Average Commute to Work (In Min),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,Gini Index
6037267600,"Census Tract 2676, Los Angeles County, California",ca,140,0,6,37,267600,Census Tract 2676,,2434,2434,1154,57,853,47.41,2.34,35.05,57670,265,49,47,63,10.93,2.02,1.94,2.6,26,1404,809,42,87,38,57.62,2.99,6.2,2.71,0.4153
6037267700,"Census Tract 2677, Los Angeles County, California",ca,140,0,6,37,267700,Census Tract 2677,,3890,3890,1771,45,1665,45.53,1.16,42.8,80960,363,90,105,10,9.51,2.36,2.75,0.26,24,2447,1334,62,122,208,54.52,2.53,4.99,8.5,0.443
6037267800,"Census Tract 2678, Los Angeles County, California",ca,140,0,6,37,267800,Census Tract 2678,,3096,3096,1882,37,758,60.79,1.2,24.48,86777,317,0,55,15,10.54,0,1.83,0.5,21,1578,1189,33,16,40,75.35,2.09,1.01,2.53,0.5209
6037267901,"Census Tract 2679.01, Los Angeles County, California",ca,140,0,6,37,267901,Census Tract 2679.01,,2627,2627,1807,61,473,68.79,2.32,18.01,137075,144,0,0,32,5.51,0,0,1.23,24,1102,690,14,0,78,62.61,1.27,0,7.08,0.549
6037267902,"Census Tract 2679.02, Los Angeles County, California",ca,140,0,6,37,267902,Census Tract 2679.02,,3570,3570,2498,190,521,69.97,5.32,14.59,110822,508,0,103,14,14.38,0,2.92,0.4,24,2011,1451,27,0,98,72.15,1.34,0,4.87,0.4554
6037269000,"Census Tract 2690, Los Angeles County, California",ca,140,0,6,37,269000,Census Tract 2690,,4646,4646,3412,93,728,73.44,2,15.67,112000,113,0,51,0,2.51,0,1.13,0,26,2562,1747,91,0,73,68.19,3.55,0,2.85,0.4824
6037269100,"Census Tract 2691, Los Angeles County, California",ca,140,0,6,37,269100,Census Tract 2691,,4212,4212,3071,29,292,72.91,0.69,6.93,56087,252,28,357,39,6.23,0.69,8.83,0.96,27,1625,1023,63,0,28,62.95,3.88,0,1.72,0.5379
6037269300,"Census Tract 2693, Los Angeles County, California",ca,140,0,6,37,269300,Census Tract 2693,,3763,3763,3059,39,212,81.29,1.04,5.63,117679,38,0,0,23,1.02,0,0,0.62,23,1698,966,65,0,73,56.89,3.83,0,4.3,0.4875
6037269500,"Census Tract 2695, Los Angeles County, California",ca,140,0,6,37,269500,Census Tract 2695,,3855,3855,3094,8,248,80.26,0.21,6.43,121198,32,0,0,0,0.84,0,0,0,26,1535,1195,13,0,0,77.85,0.85,0,0,0.4765
6037269601,"Census Tract 2696.01, Los Angeles County, California",ca,140,0,6,37,269601,Census Tract 2696.01,,3515,3515,656,1233,130,18.66,35.08,3.7,27781,125,58,34,24,3.65,1.69,0.99,0.7,27,1936,1469,274,14,0,75.88,14.15,0.72,0,0.3829
6037269602,"Census Tract 2696.02, Los Angeles County, California",ca,140,0,6,37,269602,Census Tract 2696.02,,2532,2532,755,145,171,29.82,5.73,6.75,36931,80,15,57,16,3.38,0.63,2.41,0.68,28,1515,1029,192,0,83,67.92,12.67,0,5.48,0.45
6037269700,"Census Tract 2697, Los Angeles County, California",ca,140,0,6,37,269700,Census Tract 2697,,3769,3769,1915,155,470,50.81,4.11,12.47,71449,203,19,0,4,5.49,0.51,0,0.11,26,2232,1540,57,42,34,69,2.55,1.88,1.52,0.4749
6037269800,"Census Tract 2698, Los Angeles County, California",ca,140,0,6,37,269800,Census Tract 2698,,3069,3069,1541,159,853,50.21,5.18,27.79,72457,274,30,72,8,9,0.99,2.36,0.26,29,2120,1398,131,48,12,65.94,6.18,2.26,0.57,0.4119
6037269903,"Census Tract 2699.03, Los Angeles County, California",ca,140,0,6,37,269903,Census Tract 2699.03,,3318,3318,1357,400,856,40.9,12.06,25.8,52495,517,53,286,53,16.46,1.69,9.11,1.69,29,2155,1476,104,0,127,68.49,4.83,0,5.89,0.3505
6037269905,"Census Tract 2699.05, Los Angeles County, California",ca,140,0,6,37,269905,Census Tract 2699.05,,2227,2227,1137,250,487,51.06,11.23,21.87,72042,383,32,110,32,17.38,1.45,4.99,1.45,25,1683,1101,96,15,83,65.42,5.7,0.89,4.93,0.3995
6037269906,"Census Tract 2699.06, Los Angeles County, California",ca,140,0,6,37,269906,Census Tract 2699.06,,3327,3327,1519,355,902,45.66,10.67,27.11,69038,429,41,107,38,12.93,1.24,3.22,1.15,26,2500,1356,248,111,16,54.24,9.92,4.44,0.64,0.3717
6037269907,"Census Tract 2699.07, Los Angeles County, California",ca,140,0,6,37,269907,Census Tract 2699.07,,2452,2452,1168,280,602,47.63,11.42,24.55,55837,376,9,63,7,15.38,0.37,2.58,0.29,26,1741,1195,208,7,55,68.64,11.95,0.4,3.16,0.3725
6037269908,"Census Tract 2699.08, Los Angeles County, California",ca,140,0,6,37,269908,Census Tract 2699.08,,1847,1847,766,189,553,41.47,10.23,29.94,76124,277,24,167,31,15,1.3,9.04,1.68,25,1456,1014,228,0,0,69.64,15.66,0,0,0.3673
6037269909,"Census Tract 2699.09, Los Angeles County, California",ca,140,0,6,37,269909,Census Tract 2699.09,,2098,2098,1044,253,132,49.76,12.06,6.29,58130,198,0,61,0,10.2,0,3.14,0,32,1457,1039,18,52,0,71.31,1.24,3.57,0,0.3188
6037270101,"Census Tract 2701.01, Los Angeles County, California",ca,140,0,6,37,270101,Census Tract 2701.01,,1935,1935,819,288,451,42.33,14.88,23.31,61039,239,53,22,8,12.35,2.74,1.14,0.41,26,1316,1013,40,0,16,76.98,3.04,0,1.22,0.3787
6037270102,"Census Tract 2701.02, Los Angeles County, California",ca,140,0,6,37,270102,Census Tract 2701.02,,2198,2198,973,87,653,44.27,3.96,29.71,54352,81,0,97,13,3.69,0,4.42,0.59,27,1636,898,16,23,0,54.89,0.98,1.41,0,0.3807
6037270200,"Census Tract 2702, Los Angeles County, California",ca,140,0,6,37,270200,Census Tract 2702,,3697,3697,1378,553,429,37.27,14.96,11.6,50226,184,0,23,0,5.39,0,0.67,0,27,1948,1320,102,27,64,67.76,5.24,1.39,3.29,0.5117
6037270300,"Census Tract 2703, Los Angeles County, California",ca,140,0,6,37,270300,Census Tract 2703,,2815,2815,850,841,267,30.2,29.88,9.48,51702,149,10,0,26,5.37,0.36,0,0.94,24,1534,1025,22,0,46,66.82,1.43,0,3,0.5057
6037271100,"Census Tract 2711, Los Angeles County, California",ca,140,0,6,37,271100,Census Tract 2711,,2461,2461,1395,23,442,56.68,0.93,17.96,74917,114,28,4,35,4.92,1.21,0.17,1.51,23,1162,699,86,39,13,60.15,7.4,3.36,1.12,0.5841
6037271200,"Census Tract 2712, Los Angeles County, California",ca,140,0,6,37,271200,Census Tract 2712,,2268,2268,912,87,397,40.21,3.84,17.5,65156,312,68,314,13,14.12,3.08,14.21,0.59,27,1619,1069,73,33,73,66.03,4.51,2.04,4.51,0.4218
6037271300,"Census Tract 2713, Los Angeles County, California",ca,140,0,6,37,271300,Census Tract 2713,,5152,5152,3057,35,1114,59.34,0.68,21.62,79792,168,47,31,39,3.34,0.93,0.62,0.77,25,2672,1981,47,20,49,74.14,1.76,0.75,1.83,0.5478
6037271400,"Census Tract 2714, Los Angeles County, California",ca,140,0,6,37,271400,Census Tract 2714,,3266,3266,2360,0,372,72.26,0,11.39,92800,0,0,0,0,0,0,0,0,24,1344,925,9,31,30,68.82,0.67,2.31,2.23,0.445
6037271500,"Census Tract 2715, Los Angeles County, California",ca,140,0,6,37,271500,Census Tract 2715,,2926,2926,1972,159,467,67.4,5.43,15.96,80643,15,0,91,0,0.52,0,3.15,0,27,1300,876,32,4,37,67.38,2.46,0.31,2.85,0.5517
6037271600,"Census Tract 2716, Los Angeles County, California",ca,140,0,6,37,271600,Census Tract 2716,,5099,5099,2375,211,1821,46.58,4.14,35.71,67275,452,238,67,167,9.87,5.2,1.46,3.65,26,2842,1800,155,0,85,63.34,5.45,0,2.99,0.525
6037271702,"Census Tract 2717.02, Los Angeles County, California",ca,140,0,6,37,271702,Census Tract 2717.02,,4092,4092,1558,192,1193,38.07,4.69,29.15,49804,376,89,239,113,9.93,2.35,6.31,2.98,25,2476,1397,147,40,119,56.42,5.94,1.62,4.81,0.4576
6037271703,"Census Tract 2717.03, Los Angeles County, California",ca,140,0,6,37,271703,Census Tract 2717.03,,2765,2765,1590,35,779,57.5,1.27,28.17,62897,137,49,22,38,4.98,1.78,0.8,1.38,24,1914,1097,86,126,0,57.31,4.49,6.58,0,0.374
6037271704,"Census Tract 2717.04, Los Angeles County, California",ca,140,0,6,37,271704,Census Tract 2717.04,,2996,2996,1541,99,1148,51.44,3.3,38.32,68612,258,70,33,130,8.67,2.35,1.11,4.37,24,1724,1387,99,0,1,80.45,5.74,0,0.06,0.365
6037271801,"Census Tract 2718.01, Los Angeles County, California",ca,140,0,6,37,271801,Census Tract 2718.01,,3045,3045,1487,71,543,48.83,2.33,17.83,50458,180,46,55,26,5.98,1.53,1.83,0.86,25,1942,1295,205,19,15,66.68,10.56,0.98,0.77,0.3962
6037271803,"Census Tract 2718.03, Los Angeles County, California",ca,140,0,6,37,271803,Census Tract 2718.03,,3231,3231,1457,472,330,45.09,14.61,10.21,50701,227,19,21,21,7.17,0.6,0.66,0.66,26,2089,1215,213,10,79,58.16,10.2,0.48,3.78,0.4006
6037271804,"Census Tract 2718.04, Los Angeles County, California",ca,140,0,6,37,271804,Census Tract 2718.04,,2414,2414,1415,11,497,58.62,0.46,20.59,58725,164,12,25,78,6.9,0.51,1.05,3.28,25,1644,1059,102,0,0,64.42,6.2,0,0,0.4292
6037271901,"Census Tract 2719.01, Los Angeles County, California",ca,140,0,6,37,271901,Census Tract 2719.01,,3144,3144,1641,448,457,52.19,14.25,14.54,71002,102,17,99,39,3.31,0.55,3.21,1.26,26,2050,1468,68,27,94,71.61,3.32,1.32,4.59,0.4512
6037271902,"Census Tract 2719.02, Los Angeles County, California",ca,140,0,6,37,271902,Census Tract 2719.02,,3871,3871,2271,223,343,58.67,5.76,8.86,65128,172,97,16,17,4.56,2.57,0.42,0.45,27,2127,1502,77,18,25,70.62,3.62,0.85,1.18,0.5103
6037272100,"Census Tract 2721, Los Angeles County, California",ca,140,0,6,37,272100,Census Tract 2721,,4369,4369,3029,108,222,69.33,2.47,5.08,81686,299,5,52,0,6.91,0.12,1.2,0,27,2393,1606,45,73,43,67.11,1.88,3.05,1.8,0.5321
6037272201,"Census Tract 2722.01, Los Angeles County, California",ca,140,0,6,37,272201,Census Tract 2722.01,,1991,1991,1256,15,202,63.08,0.75,10.15,58254,106,6,71,0,5.36,0.3,3.59,0,33,1242,725,231,22,0,58.37,18.6,1.77,0,0.4785
6037272202,"Census Tract 2722.02, Los Angeles County, California",ca,140,0,6,37,272202,Census Tract 2722.02,,3106,3106,2060,113,354,66.32,3.64,11.4,79479,256,56,39,0,8.24,1.8,1.26,0,30,2252,1571,38,14,62,69.76,1.69,0.62,2.75,0.5497
6037272301,"Census Tract 2723.01, Los Angeles County, California",ca,140,0,6,37,272301,Census Tract 2723.01,,3234,3234,2114,123,384,65.37,3.8,11.87,71692,214,9,34,38,7.21,0.3,1.14,1.28,27,1815,1143,35,14,56,62.98,1.93,0.77,3.09,0.4516
6037272302,"Census Tract 2723.02, Los Angeles County, California",ca,140,0,6,37,272302,Census Tract 2723.02,,3766,3766,2106,91,357,55.92,2.42,9.48,54516,243,95,53,0,6.5,2.54,1.42,0,31,2429,1656,270,31,44,68.18,11.12,1.28,1.81,0.4939
6037273100,"Census Tract 2731, Los Angeles County, California",ca,140,0,6,37,273100,Census Tract 2731,,2644,2644,1979,60,205,74.85,2.27,7.75,110695,207,39,116,0,7.93,1.49,4.45,0,23,1790,1023,52,68,43,57.15,2.91,3.8,2.4,0.516
6037273200,"Census Tract 2732, Los Angeles County, California",ca,140,0,6,37,273200,Census Tract 2732,,2911,2911,2062,256,49,70.83,8.79,1.68,82237,233,77,62,19,8.32,2.75,2.22,0.68,24,1734,775,48,77,39,44.69,2.77,4.44,2.25,0.4942
6037273300,"Census Tract 2733, Los Angeles County, California",ca,140,0,6,37,273300,Census Tract 2733,,3024,3024,1910,519,78,63.16,17.16,2.58,76374,147,29,144,27,4.91,0.97,4.81,0.9,28,1666,675,135,77,100,40.52,8.1,4.62,6,0.5907
6037273403,"Census Tract 2734.03, Los Angeles County, California",ca,140,0,6,37,273403,Census Tract 2734.03,,1306,1306,1077,102,41,82.47,7.81,3.14,208162,44,0,74,0,3.69,0,6.2,0,27,892,516,37,14,14,57.85,4.15,1.57,1.57,0.6927
6037273404,"Census Tract 2734.04, Los Angeles County, California",ca,140,0,6,37,273404,Census Tract 2734.04,,1424,1424,1208,56,87,84.83,3.93,6.11,101617,13,15,179,0,0.92,1.07,12.72,0,25,1043,384,22,15,20,36.82,2.11,1.44,1.92,0.4715
6037273502,"Census Tract 2735.02, Los Angeles County, California",ca,140,0,6,37,273502,Census Tract 2735.02,,2625,2625,2049,175,60,78.06,6.67,2.29,88171,145,9,103,19,5.58,0.35,3.96,0.73,24,1751,702,60,35,90,40.09,3.43,2,5.14,0.4826
6037273600,"Census Tract 2736, Los Angeles County, California",ca,140,0,6,37,273600,Census Tract 2736,,2103,2103,1609,11,136,76.51,0.52,6.47,113145,159,50,49,0,7.61,2.39,2.34,0,25,1255,734,5,68,18,58.49,0.4,5.42,1.43,0.5403
6037273700,"Census Tract 2737, Los Angeles County, California",ca,140,0,6,37,273700,Census Tract 2737,,2796,2796,2185,92,74,78.15,3.29,2.65,85602,325,54,51,11,11.73,1.95,1.84,0.4,25,1646,824,60,87,27,50.06,3.65,5.29,1.64,0.4641
6037273800,"Census Tract 2738, Los Angeles County, California",ca,140,0,6,37,273800,Census Tract 2738,,3027,3027,2020,66,274,66.73,2.18,9.05,82674,228,22,61,8,7.81,0.75,2.09,0.27,25,1840,1049,108,82,19,57.01,5.87,4.46,1.03,0.5081
6037273902,"Census Tract 2739.02, Los Angeles County, California",ca,140,0,6,37,273902,Census Tract 2739.02,,4011,4011,2760,158,284,68.81,3.94,7.08,114657,181,0,33,0,4.61,0,0.84,0,30,2349,1364,22,75,126,58.07,0.94,3.19,5.36,0.4843
6037274100,"Census Tract 2741, Los Angeles County, California",ca,140,0,6,37,274100,Census Tract 2741,,4237,4237,2797,626,372,66.01,14.77,8.78,109428,110,69,76,44,2.6,1.63,1.8,1.04,39,2237,1271,38,0,224,56.82,1.7,0,10.01,0.5049
6037274202,"Census Tract 2742.02, Los Angeles County, California",ca,140,0,6,37,274202,Census Tract 2742.02,,3820,3820,2734,83,257,71.57,2.17,6.73,125566,235,0,36,68,6.24,0,0.96,1.8,30,2263,1309,51,65,36,57.84,2.25,2.87,1.59,0.4851
6037275101,"Census Tract 2751.01, Los Angeles County, California",ca,140,0,6,37,275101,Census Tract 2751.01,,979,979,558,124,139,57,12.67,14.2,82799,92,17,19,0,9.59,1.77,1.98,0,27,603,362,9,0,10,60.03,1.49,0,1.66,0.4472
6037275102,"Census Tract 2751.02, Los Angeles County, California",ca,140,0,6,37,275102,Census Tract 2751.02,,4265,4265,2182,120,320,51.16,2.81,7.5,37756,156,102,0,0,3.76,2.46,0,0,29,2122,1645,84,30,12,77.52,3.96,1.41,0.57,0.4353
6037275200,"Census Tract 2752, Los Angeles County, California",ca,140,0,6,37,275200,Census Tract 2752,,3754,3754,1482,224,573,39.48,5.97,15.26,55007,380,32,32,32,10.23,0.86,0.86,0.86,29,2168,1676,35,22,29,77.31,1.61,1.01,1.34,0.4646
6037275311,"Census Tract 2753.11, Los Angeles County, California",ca,140,0,6,37,275311,Census Tract 2753.11,,4985,4985,2771,271,1008,55.59,5.44,20.22,63643,365,63,24,23,7.48,1.29,0.49,0.47,28,2490,1550,32,105,97,62.25,1.29,4.22,3.9,0.4683
6037275312,"Census Tract 2753.12, Los Angeles County, California",ca,140,0,6,37,275312,Census Tract 2753.12,,1991,1991,1532,61,172,76.95,3.06,8.64,95337,234,157,132,87,12.23,8.21,6.9,4.55,26,1392,912,13,10,13,65.52,0.93,0.72,0.93,0.4285
6037275313,"Census Tract 2753.13, Los Angeles County, California",ca,140,0,6,37,275313,Census Tract 2753.13,,3298,3298,2207,17,515,66.92,0.52,15.62,70772,214,0,65,0,6.57,0,2,0,22,1642,1054,0,19,24,64.19,0,1.16,1.46,0.4656
6037275400,"Census Tract 2754, Los Angeles County, California",ca,140,0,6,37,275400,Census Tract 2754,,4161,4161,2639,276,673,63.42,6.63,16.17,94211,240,97,73,0,5.88,2.38,1.79,0,35,2954,1800,96,86,29,60.93,3.25,2.91,0.98,0.4497
6037275500,"Census Tract 2755, Los Angeles County, California",ca,140,0,6,37,275500,Census Tract 2755,,4808,4808,2012,269,281,41.85,5.59,5.84,34717,134,31,50,12,2.8,0.65,1.05,0.25,33,1948,1505,112,33,51,77.26,5.75,1.69,2.62,0.5508
6037275603,"Census Tract 2756.03, Los Angeles County, California",ca,140,0,6,37,275603,Census Tract 2756.03,,2820,2820,1460,36,599,51.77,1.28,21.24,64874,127,0,8,0,4.51,0,0.28,0,28,1606,1092,44,18,40,68,2.74,1.12,2.49,0.4276
6037275604,"Census Tract 2756.04, Los Angeles County, California",ca,140,0,6,37,275604,Census Tract 2756.04,,10065,10065,6045,489,1748,60.06,4.86,17.37,114366,1293,89,318,115,13.33,0.92,3.28,1.19,31,6031,3634,19,38,171,60.26,0.32,0.63,2.84,0.4358
6037275605,"Census Tract 2756.05, Los Angeles County, California",ca,140,0,6,37,275605,Census Tract 2756.05,,2701,2701,1353,428,689,50.09,15.85,25.51,85400,229,50,65,0,9,1.97,2.56,0,22,1310,836,0,0,59,63.82,0,0,4.5,0.4382
6037276000,"Census Tract 2760, Los Angeles County, California",ca,140,0,6,37,276000,Census Tract 2760,,6609,6609,4017,468,1046,60.78,7.08,15.83,79033,258,173,143,0,3.92,2.63,2.17,0,29,3730,2658,0,0,20,71.26,0,0,0.54,0.4125
6037276101,"Census Tract 2761.01, Los Angeles County, California",ca,140,0,6,37,276101,Census Tract 2761.01,,2991,2991,1305,679,570,43.63,22.7,19.06,79014,599,0,183,14,20.35,0,6.22,0.48,21,2204,1476,28,93,1,66.97,1.27,4.22,0.05,0.3736
6037276102,"Census Tract 2761.02, Los Angeles County, California",ca,140,0,6,37,276102,Census Tract 2761.02,,3262,3262,651,1350,395,19.96,41.39,12.11,52468,350,27,14,0,10.84,0.84,0.43,0,26,1607,1063,35,0,41,66.15,2.18,0,2.55,0.4052
6037276400,"Census Tract 2764, Los Angeles County, California",ca,140,0,6,37,276400,Census Tract 2764,,4388,4388,3146,277,517,71.7,6.31,11.78,79327,94,23,298,0,2.16,0.53,6.86,0,29,1935,1230,15,27,35,63.57,0.78,1.4,1.81,0.3865
6037276500,"Census Tract 2765, Los Angeles County, California",ca,140,0,6,37,276500,Census Tract 2765,,5617,5617,3242,382,965,57.72,6.8,17.18,31460,314,75,15,14,15.24,3.64,0.73,0.68,20,2149,979,25,66,664,45.56,1.16,3.07,30.9,0.4525
6037276601,"Census Tract 2766.01, Los Angeles County, California",ca,140,0,6,37,276601,Census Tract 2766.01,,4136,4136,2808,159,423,67.89,3.84,10.23,107685,326,42,47,0,7.88,1.02,1.14,0,31,2191,1454,25,0,37,66.36,1.14,0,1.69,0.5563
6037276605,"Census Tract 2766.05, Los Angeles County, California",ca,140,0,6,37,276605,Census Tract 2766.05,,2366,2366,1998,116,79,84.45,4.9,3.34,65250,339,8,26,0,14.49,0.34,1.11,0,31,1075,632,25,0,0,58.79,2.33,0,0,0.3426
6037276606,"Census Tract 2766.06, Los Angeles County, California",ca,140,0,6,37,276606,Census Tract 2766.06,,2987,2987,2062,133,473,69.03,4.45,15.84,89233,518,62,43,0,17.46,2.09,1.45,0,33,1942,1444,0,0,0,74.36,0,0,0,0.4633
6037276607,"Census Tract 2766.07, Los Angeles County, California",ca,140,0,6,37,276607,Census Tract 2766.07,,2787,2787,1487,337,282,53.35,12.09,10.12,59014,285,33,181,0,10.51,1.22,6.68,0,25,1832,1267,13,0,94,69.16,0.71,0,5.13,0.4176
6037276608,"Census Tract 2766.08, Los Angeles County, California",ca,140,0,6,37,276608,Census Tract 2766.08,,2141,2141,1323,33,429,61.79,1.54,20.04,71775,108,21,165,0,5.29,1.03,8.08,0,26,1262,966,0,19,2,76.55,0,1.51,0.16,0.4584
6037277000,"Census Tract 2770, Los Angeles County, California",ca,140,0,6,37,277000,Census Tract 2770,,5947,5947,3932,246,750,66.12,4.14,12.61,71872,224,26,0,0,3.83,0.44,0,0,29,2808,2121,14,32,19,75.53,0.5,1.14,0.68,0.4516
6037277100,"Census Tract 2771, Los Angeles County, California",ca,140,0,6,37,277100,Census Tract 2771,,3149,3149,1601,7,617,50.84,0.22,19.59,62460,89,0,0,0,2.89,0,0,0,33,1524,967,31,0,0,63.45,2.03,0,0,0.3785
6037277200,"Census Tract 2772, Los Angeles County, California",ca,140,0,6,37,277200,Census Tract 2772,,1845,1845,604,180,303,32.74,9.76,16.42,35836,274,30,66,44,14.85,1.63,3.58,2.38,30,1002,767,13,0,58,76.55,1.3,0,5.79,0.4139
6037277400,"Census Tract 2774, Los Angeles County, California",ca,140,0,6,37,277400,Census Tract 2774,,0,0,0,0,0,,,,,0,0,0,0,,,,,,0,0,0,0,0,,,,,
6037278001,"Census Tract 2780.01, Los Angeles County, California",ca,140,0,6,37,278001,Census Tract 2780.01,,2220,2220,1315,82,349,59.23,3.69,15.72,59736,75,27,0,0,3.41,1.23,0,0,36,1289,886,19,29,63,68.74,1.47,2.25,4.89,0.4707
6037278102,"Census Tract 2781.02, Los Angeles County, California",ca,140,0,6,37,278102,Census Tract 2781.02,,3116,3116,2479,105,248,79.56,3.37,7.96,109758,195,41,28,0,6.36,1.34,0.91,0,32,1928,1217,18,21,11,63.12,0.93,1.09,0.57,0.4411
6037291110,"Census Tract 2911.10, Los Angeles County, California",ca,140,0,6,37,291110,Census Tract 2911.10,,4530,4530,684,1928,34,15.1,42.56,0.75,22286,97,40,0,26,2.19,0.9,0,0.59,29,1649,1156,129,0,0,70.1,7.82,0,0,0.4747
6037291120,"Census Tract 2911.20, Los Angeles County, California",ca,140,0,6,37,291120,Census Tract 2911.20,,2178,2178,599,587,123,27.5,26.95,5.65,25607,45,0,0,0,2.09,0,0,0,27,1019,878,55,0,31,86.16,5.4,0,3.04,0.4034
6037291130,"Census Tract 2911.30, Los Angeles County, California",ca,140,0,6,37,291130,Census Tract 2911.30,,3492,3492,791,516,478,22.65,14.78,13.69,30866,58,0,20,9,1.66,0,0.57,0.26,33,1748,1620,8,0,31,92.68,0.46,0,1.77,0.4088
6037291210,"Census Tract 2912.10, Los Angeles County, California",ca,140,0,6,37,291210,Census Tract 2912.10,,4752,4752,788,1286,933,16.58,27.06,19.63,28649,111,0,59,0,2.41,0,1.28,0,22,2492,2160,10,17,131,86.68,0.4,0.68,5.26,0.4315
6037291220,"Census Tract 2912.20, Los Angeles County, California",ca,140,0,6,37,291220,Census Tract 2912.20,,3008,3008,420,447,705,13.96,14.86,23.44,30570,76,0,0,10,2.55,0,0,0.34,29,1469,1269,6,33,59,86.39,0.41,2.25,4.02,0.382
6037291300,"Census Tract 2913, Los Angeles County, California",ca,140,0,6,37,291300,Census Tract 2913,,3132,3132,586,342,1388,18.71,10.92,44.32,44351,12,18,0,0,0.39,0.59,0,0,36,1605,1380,101,0,22,85.98,6.29,0,1.37,0.4031
6037292001,"Census Tract 2920.01, Los Angeles County, California",ca,140,0,6,37,292001,Census Tract 2920.01,,4219,4219,515,436,1019,12.21,10.33,24.15,22772,378,68,13,87,9.12,1.64,0.31,2.1,29,1586,1177,66,29,22,74.21,4.16,1.83,1.39,0.4541
6037292002,"Census Tract 2920.02, Los Angeles County, California",ca,140,0,6,37,292002,Census Tract 2920.02,,1993,1993,636,75,158,31.91,3.76,7.93,33022,10,0,0,0,0.52,0,0,0,32,941,789,3,0,0,83.85,0.32,0,0,0.3292
6037293203,"Census Tract 2932.03, Los Angeles County, California",ca,140,0,6,37,293203,Census Tract 2932.03,,2936,2936,967,110,536,32.94,3.75,18.26,30525,138,60,0,0,4.89,2.13,0,0,26,1314,1216,0,25,20,92.54,0,1.9,1.52,0.3416
6037293204,"Census Tract 2932.04, Los Angeles County, California",ca,140,0,6,37,293204,Census Tract 2932.04,,3660,3660,820,175,949,22.4,4.78,25.93,30222,0,0,0,0,0,0,0,0,25,1482,1375,19,0,11,92.78,1.28,0,0.74,0.3234
6037293205,"Census Tract 2932.05, Los Angeles County, California",ca,140,0,6,37,293205,Census Tract 2932.05,,3487,3487,778,245,764,22.31,7.03,21.91,25660,338,124,0,0,9.84,3.61,0,0,27,1793,1558,60,0,35,86.89,3.35,0,1.95,0.3892
6037293206,"Census Tract 2932.06, Los Angeles County, California",ca,140,0,6,37,293206,Census Tract 2932.06,,2882,2882,448,429,381,15.54,14.89,13.22,25344,269,0,0,0,9.53,0,0,0,29,1461,1184,6,0,38,81.04,0.41,0,2.6,0.4399
6037293301,"Census Tract 2933.01, Los Angeles County, California",ca,140,0,6,37,293301,Census Tract 2933.01,,2734,2734,842,98,1300,30.8,3.58,47.55,51468,58,15,22,0,2.17,0.56,0.82,0,27,1299,1155,20,0,23,88.91,1.54,0,1.77,0.47
6037293302,"Census Tract 2933.02, Los Angeles County, California",ca,140,0,6,37,293302,Census Tract 2933.02,,4637,4637,1598,545,1184,34.46,11.75,25.53,48507,327,0,0,0,7.26,0,0,0,25,2014,1835,54,0,0,91.11,2.68,0,0,0.4841
6037293304,"Census Tract 2933.04, Los Angeles County, California",ca,140,0,6,37,293304,Census Tract 2933.04,,5317,5317,1708,275,748,32.12,5.17,14.07,29152,236,0,0,0,4.54,0,0,0,26,2594,2173,129,0,57,83.77,4.97,0,2.2,0.4322
6037293306,"Census Tract 2933.06, Los Angeles County, California",ca,140,0,6,37,293306,Census Tract 2933.06,,2195,2195,1146,126,457,52.21,5.74,20.82,49409,16,0,0,0,0.73,0,0,0,30,1015,899,14,8,9,88.57,1.38,0.79,0.89,0.3629
6037293307,"Census Tract 2933.07, Los Angeles County, California",ca,140,0,6,37,293307,Census Tract 2933.07,,2670,2670,1213,182,278,45.43,6.82,10.41,29726,73,0,0,0,2.75,0,0,0,32,1395,1227,22,18,9,87.96,1.58,1.29,0.65,0.4739
